,C,BAC,JPM,S&P
2/25/2005,482.8,46.79,36.97,1211.37
2/28/2005,477.2,46.65,36.55,1203.6
3/1/2005,478.8,47.08,37.09,1210.41
3/2/2005,481.3,46.57,36.99,1210.08
3/3/2005,479.7,46.33,37.01,1210.47
3/4/2005,484,46.78,37.51,1222.12
3/7/2005,484.7,46.47,37.34,1225.31
3/8/2005,484.7,46.26,36.94,1219.43
3/9/2005,478.8,45.7,36.47,1207.01
3/10/2005,481.5,45.86,36.36,1209.25
3/11/2005,477.9,45.77,36.11,1200.08
3/14/2005,482.2,45.8,36.45,1206.83
3/15/2005,477.8,45.54,36.25,1197.75
3/16/2005,473.7,44.8,36.25,1188.07
3/17/2005,472.4,44.78,36.15,1190.21
3/18/2005,468.5,44.94,36.01,1189.65
3/21/2005,457.6,44.3,35.79,1183.78
3/22/2005,444.4,43.66,35.06,1171.71
3/23/2005,444.5,43.98,34.93,1172.53
3/24/2005,445.2,43.75,34.93,1171.42
3/28/2005,447.7,44.29,34.85,1174.28
3/29/2005,443.5,43.89,34.58,1165.36
3/30/2005,449.2,44.02,34.95,1181.41
3/31/2005,449.4,44.1,34.6,1180.59
4/1/2005,446.2,44.01,34.25,1172.92
4/4/2005,445.9,44.16,33.77,1176.12
4/5/2005,449.4,44.31,34.58,1181.39
4/6/2005,451.5,44.6,34.68,1184.07
4/7/2005,454.6,44.83,34.8,1191.14
4/8/2005,454,44.68,34.5,1181.2
4/11/2005,456.1,44.98,34.62,1181.21
4/12/2005,464.5,45.52,35.04,1187.76
4/13/2005,458.1,45.11,34.57,1173.79
4/14/2005,454,44.68,34.19,1162.05
4/15/2005,457.5,44.28,33.93,1142.62
4/18/2005,462.1,44.73,34.64,1145.98
4/19/2005,463.5,44.93,34.95,1152.78
4/20/2005,461.3,44.23,34.76,1137.5
4/21/2005,462.7,44.39,35.04,1159.95
4/22/2005,463.2,44.37,34.87,1152.12
4/25/2005,467.8,44.83,35.17,1162.1
4/26/2005,466.2,44.61,35.08,1151.74
4/27/2005,470.5,44.87,35.5,1156.38
4/28/2005,461.9,44.69,35.02,1143.22
4/29/2005,469.6,45.04,35.49,1156.85
5/2/2005,465.3,45.34,35.57,1162.16
5/3/2005,468,45.36,35.5,1161.17
5/4/2005,469.7,45.97,36.1,1175.65
5/5/2005,468.8,45.85,35.9,1172.63
5/6/2005,465.9,45.49,35.61,1171.35
5/9/2005,468.5,45.73,35.96,1178.84
5/10/2005,463.8,45.38,35.14,1166.22
5/11/2005,467,45.66,35.3,1171.11
5/12/2005,464.1,45.34,34.83,1159.36
5/13/2005,459.1,45.13,34.46,1154.05
5/16/2005,468,45.85,34.74,1165.69
5/17/2005,471.6,46.14,35.21,1173.8
5/18/2005,477.4,46.65,36.05,1185.56
5/19/2005,478.4,46.45,36.19,1191.08
5/20/2005,478,46.57,36.06,1189.28
5/23/2005,475.9,46.55,35.91,1193.86
5/24/2005,477.1,46.61,35.89,1194.07
5/25/2005,474.5,46.54,35.91,1190.01
5/26/2005,473.8,46.71,35.94,1197.62
5/27/2005,472.8,46.65,35.8,1198.78
5/31/2005,471.1,46.32,35.75,1191.5
6/1/2005,477,46.3,35.75,1202.27
6/2/2005,477.1,46.18,35.74,1204.29
6/3/2005,475.6,45.78,35.55,1196.02
6/6/2005,476.9,45.9,35.51,1197.51
6/7/2005,476.6,45.86,35.48,1197.26
6/8/2005,477.5,45.91,35.67,1194.67
6/9/2005,476.8,46.09,35.5,1200.93
6/10/2005,476.4,46,35.43,1198.11
6/13/2005,476,45.92,35.5,1200.82
6/14/2005,474.1,45.97,35.6,1203.91
6/15/2005,474,46.6,35.71,1206.58
6/16/2005,475.4,46.43,35.9,1210.96
6/17/2005,474.6,46.64,36.08,1216.96
6/20/2005,473.7,46.71,36.05,1216.1
6/21/2005,473.2,47.08,36.04,1213.61
6/22/2005,474.4,47.07,36.26,1213.88
6/23/2005,468.8,46.6,35.93,1200.73
6/24/2005,469.5,46.75,35.57,1191.57
6/27/2005,467.7,46.4,35.59,1190.69
6/28/2005,470.2,46.67,35.92,1201.57
6/29/2005,467.8,46.91,35.96,1199.85
6/30/2005,462.3,45.61,35.32,1191.33
7/1/2005,461.6,44.98,35.06,1194.44
7/5/2005,464.6,45.11,34.97,1204.99
7/6/2005,463,44.7,34.6,1194.94
7/7/2005,462.7,44.68,34.46,1197.87
7/8/2005,465.1,45.15,34.81,1211.86
7/11/2005,461.1,45.17,34.96,1219.44
7/12/2005,460,45.31,35.25,1222.21
7/13/2005,457.4,45.75,35.49,1223.29
7/14/2005,465,45.81,35.69,1226.5
7/15/2005,464.2,45.98,35.86,1227.92
7/18/2005,450,45.08,35.51,1221.13
7/19/2005,444,44.82,35.21,1229.35
7/20/2005,442.1,44.86,35.16,1235.2
7/21/2005,441.5,44.6,35.4,1227.04
7/22/2005,444.2,44.85,35.6,1233.68
7/25/2005,445.3,44.66,35.44,1229.03
7/26/2005,446,44.53,35.37,1231.16
7/27/2005,443.9,44.15,35.35,1236.79
7/28/2005,438.6,44.01,35.46,1243.72
7/29/2005,435,43.6,35.14,1234.18
8/1/2005,437.2,43.66,35.3,1235.35
8/2/2005,440.7,43.94,35.55,1244.12
8/3/2005,440.5,43.78,35.61,1245.04
8/4/2005,439.2,43.71,35.46,1235.86
8/5/2005,436.3,43.25,35.25,1226.42
8/8/2005,433,42.94,34.99,1223.13
8/9/2005,436,42.9,35.03,1231.38
8/10/2005,433,42.75,34.8,1229.13
8/11/2005,435.1,42.79,34.81,1237.81
8/12/2005,436.2,42.69,34.31,1230.39
8/15/2005,437.9,43.18,34.65,1233.87
8/16/2005,441.4,43.72,34.58,1219.34
8/17/2005,441,43.73,34.46,1220.24
8/18/2005,442.1,43.8,34.66,1219.02
8/19/2005,441.6,43.62,34.54,1219.71
8/22/2005,442,43.74,34.51,1221.73
8/23/2005,435.6,43.34,34.35,1217.57
8/24/2005,430.5,42.91,33.85,1209.59
8/25/2005,434.2,43.07,34.12,1212.4
8/26/2005,431,42.84,33.65,1205.1
8/29/2005,435.4,43.36,33.91,1212.28
8/30/2005,432.6,43.1,33.58,1208.41
8/31/2005,437.7,43.03,33.89,1220.33
9/1/2005,437.1,43.1,34.06,1221.59
9/2/2005,438.8,42.91,34.11,1218.02
9/6/2005,443,43.35,34.57,1233.39
9/7/2005,444.6,43.31,34.89,1236.36
9/8/2005,444.4,43.03,34.64,1231.67
9/9/2005,446.1,42.95,34.82,1241.48
9/12/2005,450.1,42.7,34.57,1240.56
9/13/2005,451,42.66,34.15,1231.2
9/14/2005,449.8,42.64,34.24,1227.16
9/15/2005,450.3,42.73,34.13,1227.73
9/16/2005,454.1,43.68,34.99,1237.91
9/19/2005,453.6,43.39,34.59,1231.02
9/20/2005,451.5,43,34.53,1221.34
9/21/2005,448.2,42.26,34.01,1210.2
9/22/2005,451.8,42.19,34.25,1214.62
9/23/2005,452.4,42.23,34.07,1215.29
9/26/2005,450.9,42,33.92,1215.63
9/27/2005,450.9,41.92,33.88,1215.66
9/28/2005,451.8,41.6,33.92,1216.89
9/29/2005,456.4,42.1,34.35,1227.68
9/30/2005,455.2,42.1,33.93,1228.81
10/3/2005,455.1,42.05,34.12,1226.7
10/4/2005,453.4,41.91,33.6,1214.47
10/5/2005,452.7,41.96,33.45,1196.39
10/6/2005,454.3,42.23,33.66,1191.49
10/7/2005,454.1,42.27,33.9,1195.9
10/10/2005,452.3,42.09,33.52,1187.33
10/11/2005,448,41.89,33.31,1184.87
10/12/2005,446,41.89,33.27,1177.68
10/13/2005,447.2,42,33.75,1176.84
10/14/2005,450.4,42.05,34.08,1186.57
10/17/2005,448.1,42.05,34,1190.1
10/18/2005,444.6,41.57,33.77,1178.14
10/19/2005,448.9,42.44,34.73,1195.76
10/20/2005,443.4,42.2,34.75,1177.8
10/21/2005,443.1,42.26,35.13,1179.59
10/24/2005,450.5,43.38,35.76,1199.38
10/25/2005,451.7,43.18,35.72,1196.54
10/26/2005,456.5,43.2,36.1,1191.38
10/27/2005,454.1,43.18,36.03,1178.9
10/28/2005,459,43.98,36.44,1198.41
10/31/2005,457.8,43.74,36.62,1207.01
11/1/2005,454,43.62,36.85,1202.76
11/2/2005,455.5,44.08,37.2,1214.76
11/3/2005,454.5,44.01,37.09,1219.94
11/4/2005,456,44.23,37.31,1220.14
11/7/2005,464.3,44.46,37.68,1222.81
11/8/2005,466,44.39,37.34,1218.59
11/9/2005,468.2,44.54,37.72,1220.65
11/10/2005,477.3,45.3,38.32,1230.96
11/11/2005,480,45.46,38.26,1234.72
11/14/2005,482.4,45.62,38.13,1233.76
11/15/2005,476.6,45.25,37.73,1229.01
11/16/2005,476.9,44.97,37.81,1231.21
11/17/2005,479.4,45.34,37.93,1242.8
11/18/2005,484.1,45.56,38.03,1248.27
11/21/2005,485.1,45.84,37.82,1254.85
11/22/2005,489.2,46.1,38.2,1261.23
11/23/2005,493.4,46.71,38.78,1265.61
11/25/2005,495.2,46.99,38.86,1268.25
11/28/2005,493,46.56,38.9,1257.46
11/29/2005,490.9,46.78,38.96,1257.48
11/30/2005,485.5,45.89,38.25,1249.48
12/1/2005,488.5,45.88,38.57,1264.67
12/2/2005,487.7,46.13,38.99,1265.08
12/5/2005,488.5,46.43,38.85,1262.09
12/6/2005,488.9,46.31,38.85,1263.7
12/7/2005,487,45.86,38.47,1257.37
12/8/2005,485,45.78,38.65,1255.84
12/9/2005,489.1,45.9,39.12,1259.37
12/12/2005,486.8,45.74,39.15,1260.43
12/13/2005,494.4,46.5,39.41,1267.43
12/14/2005,496.4,46.78,39.55,1272.74
12/15/2005,491,46.68,39.58,1270.94
12/16/2005,493.7,46.97,39.79,1267.32
12/19/2005,491.7,46.53,39.6,1259.92
12/20/2005,492.1,46.69,39.6,1259.62
12/21/2005,492.7,46.64,39.83,1262.79
12/22/2005,491.9,46.92,40.05,1268.12
12/23/2005,492.4,46.94,40.31,1268.66
12/27/2005,486.5,46.56,40.1,1256.54
12/28/2005,484.7,46.27,39.91,1258.17
12/29/2005,485.8,46.19,39.86,1254.42
12/30/2005,485.3,46.15,39.69,1248.29
